Restaurant Name,Locality,Longitude,Latitude,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Aggregate rating,Votes
Rocking Woods,"V3S Mall, Laxmi Nagar",77.2860199,28.636971600000003,"North Indian, Chinese, Fast Food",1200,Yes,Yes,2.6,86
Shawarma Wala,"V3S Mall, Laxmi Nagar",77.286309,28.636775899999996,Fast Food,250,No,No,2.5,18
Subway,"V3S Mall, Laxmi Nagar",77.28620190000001,28.637100099999998,"American, Fast Food, Salad, Healthy Food",500,No,Yes,2.5,163
The Yellow Chilli,"V3S Mall, Laxmi Nagar",77.28602109999999,28.6370146,"North Indian, Mughlai",1500,Yes,Yes,2.7,307
The Yummy Chilli,"V3S Mall, Laxmi Nagar",77.2870265,28.6369816,"Mughlai, North Indian",600,No,No,2.9,9
United Punjab,"V3S Mall, Laxmi Nagar",77.2860812,28.6369762,"North Indian, Mughlai",600,No,Yes,2.5,88
McDonald's,"V3S Mall, Laxmi Nagar",77.2867383,28.636701199999997,"Fast Food, Burger",500,No,Yes,3.6,160
Vintro,"V3S Mall, Laxmi Nagar",77.2861742,28.6370758,Cafe,350,No,Yes,3.9,96
Wow! Momo,"V3S Mall, Laxmi Nagar",77.2867839,28.636910999999998,"Tibetan, Chinese",350,No,No,3.5,54
"34, Chowringhee Lane","V3S Mall, Laxmi Nagar",77.2861642,28.636721299999998,Fast Food,350,No,No,2.3,45
Kebab Xpress,"V3S Mall, Laxmi Nagar",77.2862848,28.6368649,"North Indian, Mughlai",600,No,Yes,2.4,117
Moti Mahal Delux Tandoori Trail,"V3S Mall, Laxmi Nagar",77.28611070000001,28.637036199999997,"North Indian, Mughlai",1000,Yes,Yes,2.2,79
Pizza Hut,"V3S Mall, Laxmi Nagar",77.286103,28.637001,"Italian, Pizza, Fast Food",1000,No,Yes,2.4,224
The Golden Dragon,"V3S Mall, Laxmi Nagar",77.2857573,28.6369891,"Chinese, Seafood, Japanese",1500,Yes,No,2.4,43
Yo! China,"V3S Mall, Laxmi Nagar",77.2860344,28.6367037,Chinese,900,Yes,Yes,2.0,191
Hawkers,Vasant Kunj,77.15731559999999,28.523209100000003,Chinese,600,No,Yes,3.4,398
Nirula's,Vasant Kunj,77.1538018,28.531431,"Fast Food, North Indian, Desserts, Ice Cream",1100,No,Yes,3.0,145
Sagar Ratna,Vasant Kunj,77.155416,28.525131199999997,"South Indian, North Indian",600,No,Yes,2.8,133
Tribe,Vasant Kunj,77.16559190000001,28.520731400000003,"Continental, Seafood, North Indian",2200,Yes,No,3.3,89
Angels in my Kitchen,Vasant Kunj,77.1538189,28.5312664,"Bakery, Desserts, Fast Food",350,No,Yes,3.7,248
Beijing Street,Vasant Kunj,77.1584474,28.518300300000003,"Chinese, Thai, Fast Food",650,No,Yes,3.8,122
Bun Intended,Vasant Kunj,77.16529693,28.52331992,"Burger, American, Fast Food",850,No,Yes,3.8,123
Captain Chang,Vasant Kunj,77.168407,28.522112,"Chinese, Thai",1000,No,Yes,3.9,40
Captain Grub,Vasant Kunj,77.1710434,28.519475800000002,"American, Fast Food",1000,No,Yes,3.8,619
Clemency- The Restaurant & Cafe,Vasant Kunj,77.16119282,28.51901836,"Continental, Italian, North Indian, Chinese, Lebanese",900,Yes,Yes,3.8,43
Flaming Chilli Pepper,Vasant Kunj,77.1611802,28.519173,"Chinese, Italian, North Indian",900,Yes,Yes,3.8,286
Hong Kong Express,Vasant Kunj,77.153852,28.531386699999995,"Chinese, Thai",800,No,Yes,3.7,164
Majeed's,Vasant Kunj,77.1517362,28.533650599999998,"Mughlai, North Indian",800,No,Yes,3.5,170
Majlis-e-Mughal,Vasant Kunj,77.16115090000001,28.519113800000003,Mughlai,900,Yes,Yes,3.5,95
Mickey's Kitchen,Vasant Kunj,77.165415,28.514649,"Continental, American, Italian",950,No,Yes,3.9,191
Nanking,Vasant Kunj,77.14822159999999,28.536773200000003,"Chinese, Seafood",1500,Yes,Yes,3.6,361
Nawab Dera,Vasant Kunj,77.1357431,28.5254999,"North Indian, Mughlai, Biryani",650,No,Yes,3.8,141
The Cafe,Vasant Kunj,77.1553898,28.5291446,Cafe,1000,No,Yes,3.8,20
The Village Cafí©,Vasant Kunj,77.16193309999998,28.519061999999998,"Cafe, American, Italian, North Indian, Chinese",700,No,Yes,3.7,185
Cookfresh,Vasant Kunj,0.0,0.0,Asian,800,No,No,0.0,2
Cafe Connect,Vasant Kunj,77.16498211,28.51428649,"Cafe, Bakery",700,No,Yes,4.2,193
Happy Hakka,Vasant Kunj,77.1520605,28.533287899999994,Chinese,650,No,Yes,4.1,173
Indian Saffron Co.,Vasant Kunj,77.166526,28.519510999999998,"North Indian, Mughlai",900,No,Yes,4.2,62
DCK- Dana Choga's Kitchen,"Vasant Square Mall, Vasant Kunj",77.15665899999999,28.5250993,"North Indian, Mughlai",800,No,Yes,2.9,252
Domino's Pizza,"Vasant Square Mall, Vasant Kunj",77.15667140000001,28.525162899999994,"Pizza, Fast Food",700,No,No,2.8,145
Sagar Ratna,"Vasant Square Mall, Vasant Kunj",77.15664759999999,28.524981,"South Indian, North Indian",600,No,No,3.3,87
Shree Bhagatram,"Vasant Square Mall, Vasant Kunj",77.1564626,28.5248609,"North Indian, Chinese, South Indian, Mithai",650,No,Yes,3.3,199
Subway,"Vasant Square Mall, Vasant Kunj",77.1561628,28.525067699999997,"American, Fast Food, Salad, Healthy Food",500,No,Yes,2.5,131
Biryani Blues,"Vasant Square Mall, Vasant Kunj",77.1569671,28.5251478,"Biryani, Hyderabadi",750,No,Yes,3.9,105
Kebab Gali,"Vasant Square Mall, Vasant Kunj",77.15666440000001,28.525059999999996,"North Indian, Mughlai, Biryani",600,No,Yes,3.9,380
KFC,"Vasant Square Mall, Vasant Kunj",77.1561251,28.5251233,"American, Fast Food",500,No,Yes,3.6,277
Tipu Sultan,"Vasant Square Mall, Vasant Kunj",77.1566556,28.5249865,"North Indian, Mughlai",850,Yes,Yes,3.7,364
Angels in my Kitchen,Vasant Vihar,77.15988658,28.56104814,"Bakery, Desserts, Fast Food",350,No,Yes,3.2,22
Barista,Vasant Vihar,77.16407988,28.55705291,Cafe,650,No,Yes,3.3,47
Bengal Sweet Palace,Vasant Vihar,77.16369264,28.56517455,"Mithai, Street Food",150,No,No,3.3,28
Bread'D Bites,Vasant Vihar,77.15966111,28.56100556,"Bakery, Desserts, Fast Food",150,No,No,3.1,14
Chinese Hut,Vasant Vihar,77.16423243,28.55793018,Chinese,400,No,No,3.4,20
Foodland by Orchid,Vasant Vihar,77.15538889,28.56141389,"North Indian, South Indian, Mughlai",900,Yes,No,2.9,6
From The Kitchen of Mala Bindra,Vasant Vihar,77.1624016,28.571381,Bakery,250,No,No,3.1,9
Go Kylin,Vasant Vihar,77.16369834,28.55900888,"Japanese, Chinese, Asian, Malaysian, Thai, Vietnamese",1500,No,Yes,2.8,9
Green Chick Chop,Vasant Vihar,77.159666,28.561010999999997,"Raw Meats, North Indian, Fast Food",350,No,No,3.3,23
Hawkers,Vasant Vihar,77.16311596,28.55760213,Chinese,300,No,Yes,2.7,26
HotPlate,Vasant Vihar,0.0,0.0,"Fast Food, North Indian",150,No,No,3.1,8
New Janta Restaurant,Vasant Vihar,77.1583987,28.5677118,"North Indian, Mughlai",600,No,No,3.1,31
Rainbows,Vasant Vihar,77.15505794,28.56157466,"Bakery, Fast Food",400,No,Yes,3.2,28
Sinfully Yours,Vasant Vihar,77.15976667,28.55818056,"Bakery, Desserts",300,No,Yes,3.3,18
Slice of Italy,Vasant Vihar,77.17082061,28.55888991,"Italian, Pizza, Bakery",700,No,Yes,2.8,299
Spice Deli,Vasant Vihar,77.164272,28.557864000000002,"North Indian, Chinese",1100,Yes,Yes,3.3,52
Twenty Four Seven,Vasant Vihar,77.16321856,28.55788513,"Fast Food, North Indian",300,No,No,3.1,9
Uncle Tom's Steamed Hot Dogs,Vasant Vihar,77.16419167,28.55761667,Fast Food,200,No,No,3.3,40
AOWLS,Vasant Vihar,77.15067118,28.52951508,"Chinese, Fast Food",300,No,Yes,3.5,37
Costa Coffee,Vasant Vihar,77.16436800000001,28.557222999999997,Cafe,600,No,No,3.6,80
Georgia Dakota,Vasant Vihar,77.15496004,28.56139062,"Bakery, Desserts",450,No,No,3.6,34
Instapizza After Hours,Vasant Vihar,77.161681,28.572131,"Pizza, Fast Food",900,No,Yes,3.5,21
The Pint Room,Vasant Vihar,77.15516992,28.56151959,"Finger Food, Continental, Italian",1700,Yes,No,3.7,76
Anthony's Kitchen,Vasant Vihar,77.16367822,28.55747579,"North Indian, South Indian",250,No,No,0.0,0
Bakermania,Vasant Vihar,0.0,0.0,"Bakery, Fast Food",400,No,No,0.0,1
Cafe Coffee Day,Vasant Vihar,77.16442622,28.55736507,Cafe,450,No,No,0.0,2
Cones & Curries,Vasant Vihar,77.16460492,28.55747844,North Indian,300,No,No,0.0,2
Giani,Vasant Vihar,77.16341134,28.55748345,"Ice Cream, Desserts",400,No,No,0.0,3
Kaptain Bakery,Vasant Vihar,77.16429355,28.55870848,Bakery,200,No,No,0.0,1
Kayasth Cuisine,Vasant Vihar,77.15520881,28.56118272,Mughlai,1000,No,No,0.0,2
Mahinder Food Corner,Vasant Vihar,77.16458414,28.55775173,"North Indian, Street Food",200,No,No,0.0,1
Mohanty Bakery & Confectionery,Vasant Vihar,0.0,0.0,Bakery,200,No,No,0.0,0
Practically Perfect,Vasant Vihar,77.16454,28.55811,"Bakery, Desserts",500,No,No,0.0,1
Take Away Depot,Vasant Vihar,0.0,0.0,"Chinese, Mughlai, North Indian",600,No,No,0.0,0
The Artful Baker,Vasant Vihar,0.0,0.0,"Bakery, Fast Food",600,No,No,0.0,0
Perch Wine & Coffee Bar,Vasant Vihar,77.16411,28.559058,"Cafe, European",2000,No,No,4.3,114
Aggarwal Confectionary,Vasundhara Enclave,77.31766800000001,28.5997151,"Street Food, Bakery",50,No,No,2.8,7
Aggarwal Sweet Corner,Vasundhara Enclave,77.3175176,28.5997276,"Mithai, Street Food",150,No,No,2.9,16
Ananda's,Vasundhara Enclave,77.3176784,28.6001,"South Indian, Chinese",350,No,No,3.0,31
Ankur Family Restaurant,Vasundhara Enclave,77.3062099,28.589296700000002,"North Indian, Chinese",500,No,No,2.8,7
Ayush Restaurant,Vasundhara Enclave,77.30796732,28.59103534,North Indian,400,No,No,3.2,13
Chef's Paradise,Vasundhara Enclave,77.30650049,28.59154464,"North Indian, Mughlai, Chinese",400,No,Yes,3.1,36
Domino's Pizza,Vasundhara Enclave,77.3021052,28.589108399999997,"Pizza, Fast Food",700,No,No,2.6,17
Fatafat Fast Food,Vasundhara Enclave,77.30853528,28.58950538,"Chinese, Fast Food",450,No,No,3.3,32
Giani,Vasundhara Enclave,77.32058719999999,28.600262199999996,"Ice Cream, Desserts",300,No,No,3.0,5
Green Tea Fanatics,Vasundhara Enclave,77.32028972,28.60043838,"Beverages, Fast Food",250,No,No,3.4,31
Khansama,Vasundhara Enclave,77.3040391,28.5891093,"North Indian, Mughlai",350,No,No,3.3,30
Pauls Food,Vasundhara Enclave,77.31645209999999,28.6013457,"North Indian, Chinese",550,No,No,2.9,14
Punjabi Vaishno Rasoi,Vasundhara Enclave,77.3145157,28.601793,North Indian,200,No,No,2.9,4
Republic of Chicken,Vasundhara Enclave,77.32039509999998,28.6000397,"Raw Meats, Fast Food",400,No,No,2.9,10
Taj Sweets,Vasundhara Enclave,77.3226158,28.601141700000003,Mithai,100,No,No,3.1,16
The Cake,Vasundhara Enclave,77.31136166,28.59819588,Bakery,200,No,No,3.0,4
The Food Court,Vasundhara Enclave,77.30725687,28.59087872,"Fast Food, Chinese",400,No,Yes,3.7,32
Adi's Restaurant,Vasundhara Enclave,77.3071359,28.590812699999997,North Indian,300,No,No,0.0,3
Aggarwal Sweet & Bakers,Vasundhara Enclave,0.0,0.0,"Mithai, Street Food",150,No,No,0.0,0
Aggarwal Sweets,Vasundhara Enclave,77.3143328,28.6017649,Desserts,150,No,No,0.0,0
Aggarwal Sweets,Vasundhara Enclave,77.30720289,28.59080159,"Mithai, Street Food",100,No,No,0.0,0
Always Eat Green,Vasundhara Enclave,77.30789759999999,28.5901234,"North Indian, South Indian, Chinese",300,No,No,0.0,0
Anjali Resaturant,Vasundhara Enclave,77.30662740000001,28.591444399999997,North Indian,200,No,No,0.0,0
Annapoorna Bhojanalya,Vasundhara Enclave,77.30623809999999,28.589196100000002,North Indian,100,No,No,0.0,0
Anupam Eating Point,Vasundhara Enclave,77.3074392,28.5908336,North Indian,150,No,No,0.0,0
Bikaner Rasoi,Vasundhara Enclave,77.3159908,28.601004999999997,North Indian,250,No,No,0.0,0
Cafe Mom,Vasundhara Enclave,77.30579209999999,28.592303499999996,North Indian,100,No,No,0.0,2
Cafe Youth,Vasundhara Enclave,77.312519,28.602113899999996,Chinese,350,No,No,0.0,1
Cake Express,Vasundhara Enclave,77.30973420000001,28.59794885,Bakery,350,No,No,0.0,1
Cake Knighter,Vasundhara Enclave,0.0,0.0,Bakery,300,No,No,0.0,0
Catchup Green,Vasundhara Enclave,77.315899,28.600942,Fast Food,300,No,No,0.0,3
D Food,Vasundhara Enclave,0.0,0.0,"North Indian, Street Food",200,No,No,0.0,0
Delicious Cake,Vasundhara Enclave,0.0,0.0,Bakery,300,No,No,0.0,0
Famous Parantha and Poori Sabzi,Vasundhara Enclave,77.3085095,28.589376300000005,North Indian,50,No,No,0.0,0
FM Biryani Point,Vasundhara Enclave,0.0,0.0,Biryani,150,No,No,0.0,0
Food Plaza,Vasundhara Enclave,77.3222402,28.6013619,"Chinese, Fast Food",250,No,No,0.0,0
Foodiez,Vasundhara Enclave,77.3206228,28.6002914,Street Food,150,No,No,0.0,2
Goli Vada Pav No. 1,Vasundhara Enclave,0.0,0.0,Street Food,100,No,No,0.0,3
Hyderabad's Delight,Vasundhara Enclave,0.0,0.0,"Hyderabadi, Biryani",400,No,No,0.0,1
Khan Tandoori Hub,Vasundhara Enclave,77.30728882,28.591555800000002,"North Indian, Mughlai",500,No,No,0.0,0
Khan Tandoori Nights,Vasundhara Enclave,77.30676837,28.59133326,Mughlai,400,No,No,0.0,0
Meatwale.com,Vasundhara Enclave,77.32050229,28.60012224,Raw Meats,150,No,No,0.0,0
New Aggarwal Sweets & Fast Food,Vasundhara Enclave,77.30677469999999,28.5900965,"Mithai, Fast Food",150,No,No,0.0,0
Night Munchers,Vasundhara Enclave,77.30718780000001,28.590890500000004,North Indian,500,No,No,0.0,0
Old Moradabadi Chicken Corner,Vasundhara Enclave,77.30620712,28.589083799999997,North Indian,400,No,No,0.0,0
Richa's Bakery,Vasundhara Enclave,77.31154975,28.59744877,Bakery,400,No,No,0.0,1
Riyaz Biryani Corner,Vasundhara Enclave,77.30837971,28.58980772,"Biryani, North Indian",150,No,No,0.0,0
Rudra The Dhaba,Vasundhara Enclave,77.3065745,28.5914473,North Indian,200,No,No,0.0,0
Seven Star Pizza,Vasundhara Enclave,77.30584300000001,28.592301799999998,Pizza,400,No,No,0.0,0
Shahi Muradabadi Chicken Biryani,Vasundhara Enclave,77.3080751,28.589743199999997,Biryani,150,No,No,0.0,0
Shree Krishna Restaurant,Vasundhara Enclave,77.30332469999999,28.589156199999998,"North Indian, Chinese",200,No,No,0.0,1
Shree Sai Bhog,Vasundhara Enclave,77.31746340000001,28.600013800000003,"Chinese, North Indian, South Indian",250,No,No,0.0,3
Soni Food Court,Vasundhara Enclave,77.30764378,28.59086665,North Indian,150,No,No,0.0,0
South Street Cafe,Vasundhara Enclave,77.3224363,28.601483299999998,South Indian,200,No,No,0.0,2
Special Chicken Biryani,Vasundhara Enclave,77.30622523,28.589036699999998,Biryani,100,No,No,0.0,0
Sweets n Treats,Vasundhara Enclave,77.3068428,28.59118048,Street Food,50,No,No,0.0,0
The Royal Prestige,Vasundhara Enclave,77.3078541,28.589934600000003,"North Indian, South Indian",100,No,No,0.0,1
Twenty Four Seven,Vasundhara Enclave,77.304436,28.583353000000002,"Fast Food, North Indian",300,No,No,0.0,0
Two Friends Roll Corner,Vasundhara Enclave,0.0,0.0,"Fast Food, Street Food",100,No,No,0.0,0
Waikiki,Vasundhara Enclave,0.0,0.0,"Chinese, North Indian",400,No,No,0.0,0
Zaika Chicken Corner,Vasundhara Enclave,77.3080954,28.58927604,"Biryani, North Indian",150,No,No,0.0,0
Zombiez,Vasundhara Enclave,0.0,0.0,"Chinese, North Indian",500,No,No,0.0,0
366 Junction,Vijay Nagar,77.2010382,28.692886699999995,"Cafe, North Indian, Chinese",800,Yes,No,3.3,43
Black & Brew,Vijay Nagar,77.20238570000001,28.6895227,Chinese,300,No,No,3.1,25
Hari Om Bhojanalaya,Vijay Nagar,77.197804,28.6921294,North Indian,300,No,No,3.4,43
Nalwa's Hotspot,Vijay Nagar,77.1965012,28.6928555,Chinese,300,No,No,3.1,10
Pasta Hub,Vijay Nagar,77.201128,28.691641399999998,Italian,200,No,No,3.0,16
Rock n Wood Cafe,Vijay Nagar,77.201667,28.689901799999998,"North Indian, Chinese",500,No,Yes,3.4,168
Roll Corner,Vijay Nagar,77.2011936,28.691896399999997,Fast Food,200,No,Yes,3.3,12
Shree Nandhini Cafe,Vijay Nagar,77.20161709999999,28.6898007,"South Indian, Chinese",350,No,No,3.3,27
Sindhi Dhaba,Vijay Nagar,77.20122940000002,28.6909462,North Indian,200,No,No,2.9,19
Take N Taste,Vijay Nagar,77.2011834,28.690131400000002,"North Indian, Chinese",400,No,Yes,3.1,15
Taxi Bar & Cafe,Vijay Nagar,77.20410840000001,28.694441100000002,"North Indian, Chinese, Fast Food",800,Yes,Yes,3.3,732
The Little Diner,Vijay Nagar,77.2050359,28.692866100000003,"Continental, Chinese, Italian, Cafe",800,Yes,Yes,3.4,430
Cafeteria & Co.,Vijay Nagar,77.20433840000001,28.6944707,"Continental, Mexican",900,No,No,4.6,1136
Burger Point,Vijay Nagar,77.2013077,28.691031699999996,"Burger, Fast Food",300,No,No,3.8,114
Cafe All-Inn,Vijay Nagar,77.20472149999999,28.693507699999998,"Cafe, Mexican, Italian, North Indian, Chinese",600,No,No,3.8,429
Chowringhee,Vijay Nagar,77.20128170000001,28.691405600000003,Fast Food,250,No,Yes,3.5,65
Flamess Restaurant & Cafe Village,Vijay Nagar,77.20406609999999,28.694536600000003,"North Indian, Chinese, Continental, Italian, Mexican, Lebanese",700,No,Yes,3.5,349
Jack 'n' Chill,Vijay Nagar,77.2048067,28.693623300000002,"American, Italian, Cafe",500,No,No,3.6,480
Kake Di Hatti,Vijay Nagar,77.2036388,28.6949624,North Indian,400,No,No,3.6,314
Mad Monkey,Vijay Nagar,77.2050605,28.692649199999998,"Cafe, Continental, Italian",800,Yes,Yes,3.7,344
Manohar Cakes & Bikaneri,Vijay Nagar,77.2013137,28.691455199999996,"Mithai, Fast Food",150,No,No,3.5,18
Shagun,Vijay Nagar,77.20472149999999,28.693418100000002,"Chinese, Thai, Tibetan, Japanese",800,No,Yes,3.9,419
Shyam Chaat Bhandar,Vijay Nagar,77.2042723,28.692479600000002,Street Food,150,No,No,3.5,27
Telegram,Vijay Nagar,77.20445190000001,28.6939297,"Cafe, North Indian, Continental, Chinese",700,No,Yes,3.5,359
The University Bistro,Vijay Nagar,77.2048113,28.6934267,"Cafe, Italian, Continental, Mexican, Mediterranean",500,No,Yes,3.6,555
736 A.D.,Vijay Nagar,77.20399549999999,28.6947175,"North Indian, Continental, Italian, Chinese",900,No,No,4.1,506
Big Yellow Door,Vijay Nagar,77.204991,28.693443900000002,"Cafe, Italian, Fast Food",600,No,No,4.3,3986
Mr. Crust Bakers,Vijay Nagar,77.2014873,28.6906011,"Bakery, Desserts, Fast Food",400,No,No,4.2,741
Phonebooth Cafí©,Vijay Nagar,77.20400749999999,28.6943812,"North Indian, Continental, Chinese, Italian",800,No,Yes,4.1,636
Tony's,Vijay Nagar,77.201128,28.691999699999997,Fast Food,200,No,Yes,4.4,163
Wake 'n' Bake Cafe,Vijay Nagar,77.20197815,28.69302023,"Fast Food, Bakery",350,No,No,4.0,90
Gabbar Di Hatti,Vikas Marg,77.31035290000001,28.6580412,"North Indian, Mughlai",300,No,No,3.4,19
Chennai Express,Vikas Marg,77.27768979999999,28.6307187,"Chinese, South Indian",300,No,No,0.0,0
1990's,Vikaspuri,77.0796054,28.6384984,"North Indian, Mughlai",250,No,No,3.3,15
Amul Cafe,Vikaspuri,77.07668259999998,28.638619399999996,"Desserts, Fast Food",300,No,No,3.3,23
Burger Point,Vikaspuri,77.0700473,28.6282838,"Burger, Fast Food",300,No,No,3.4,28
Buta Singh Da Dhabba,Vikaspuri,77.0698926,28.628157,North Indian,150,No,No,2.8,14
Cafe Amigo,Vikaspuri,77.07604811,28.639028200000002,Cafe,400,No,No,3.0,41
Cafe Coffee Day,Vikaspuri,77.0764578,28.629417699999998,Cafe,450,No,No,3.0,16
Cake Palace,Vikaspuri,77.06883967,28.63507537,Bakery,200,No,No,2.7,11
Carara,Vikaspuri,77.0743745,28.6389086,"North Indian, Chinese",500,No,No,2.6,20
Channi Pishori Chicken,Vikaspuri,77.07987779999999,28.6420433,Mughlai,400,No,No,3.3,55
Chatkora Food N Snacks Corner,Vikaspuri,77.0791934,28.645929600000002,Fast Food,350,No,No,2.9,6
Chetana Bakes,Vikaspuri,77.0701624,28.644572200000002,Bakery,400,No,No,3.0,6
Chily Hut,Vikaspuri,77.07597736,28.63884135,"Chinese, North Indian",750,No,No,3.2,20
De' Bistro,Vikaspuri,77.07474909999999,28.639014899999996,"Chinese, Fast Food",850,Yes,No,3.3,16
Deep Bakers,Vikaspuri,77.06566550000001,28.638406300000003,"Fast Food, Bakery",100,No,No,3.2,17
Delhi 6,Vikaspuri,77.0710682,28.6365514,North Indian,350,No,No,2.6,44
Finest Pizzeria,Vikaspuri,77.06846483,28.6322224,Pizza,600,No,Yes,3.1,5
Food Lab,Vikaspuri,77.0709881,28.642645,"Chinese, Biryani, North Indian",300,No,No,3.0,5
Goli Vada Pav No. 1,Vikaspuri,77.0789309,28.638567699999996,Street Food,100,No,No,3.3,26
Grover Sweets,Vikaspuri,0.0,0.0,"Mithai, Street Food",100,No,No,3.1,8
Hema Chinese Foods,Vikaspuri,77.0698926,28.6440984,Chinese,300,No,No,3.3,21
Hunger Stop,Vikaspuri,0.0,0.0,"North Indian, Mughlai",600,No,No,3.2,13
Ishwar Sweets,Vikaspuri,77.0792678,28.638455,Chinese,300,No,No,3.4,33
Kathi Express,Vikaspuri,77.06992965,28.62748827,"Fast Food, Chinese",500,No,No,2.6,33
Kream's,Vikaspuri,77.0687123,28.6342343,"Bakery, Fast Food, Pizza",200,No,No,3.1,8
Madras Cafe,Vikaspuri,77.07585870000001,28.642951899999996,"South Indian, Fast Food",300,No,No,3.3,33
Mandeep Punjabi Rasoi,Vikaspuri,77.0756895,28.643150300000002,North Indian,200,No,No,3.0,10
Masti Curry,Vikaspuri,77.071162,28.642912899999995,North Indian,350,No,Yes,2.8,31
New Madras Cafe,Vikaspuri,77.0789759,28.6383481,"South Indian, Fast Food",300,No,No,3.1,34
Pakwan,Vikaspuri,77.074213,28.6392656,"Chinese, North Indian",600,No,No,2.8,20
Patiala Shahi Soups,Vikaspuri,77.0797403,28.6419595,Mughlai,300,No,No,3.1,12
Pizza Yum,Vikaspuri,77.06778422,28.62786555,"Pizza, Fast Food",650,No,No,3.1,24
Polka Pastry & Snack Bar,Vikaspuri,77.0792789,28.642524199999997,"Bakery, Fast Food",350,No,Yes,2.7,44
Red Hot,Vikaspuri,77.0782115,28.638498300000002,North Indian,350,No,No,3.3,15
Republic of Chicken,Vikaspuri,77.07951109999999,28.638533399999996,"Raw Meats, Fast Food",400,No,No,3.1,17
Sai Ann Kutir,Vikaspuri,77.07074370000001,28.64041091,"Chinese, North Indian",400,No,No,2.8,37
Saravana South Indian Hut,Vikaspuri,77.0792261,28.642295299999997,South Indian,250,No,No,3.2,10
Sardar Pure Meat Shop,Vikaspuri,77.0765052,28.638646,"Raw Meats, Fast Food",300,No,No,3.2,9
